# 17Lands Public Datasets（CC BY 4.0）の PremierDraft 一覧。列は expansion / last_updated / draft_data の URL / game_data の URL。
# 出所は 17Lands（https://www.17lands.com/）の Public Datasets のページ。生の CSV はこのリポジトリに含めない。
WOE	2023-10-17	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.WOE.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.WOE.PremierDraft.csv.gz
LCI	2023-12-27	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.LCI.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.LCI.PremierDraft.csv.gz
KTK	2024-01-01	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.KTK.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.KTK.PremierDraft.csv.gz
MKM	2024-03-20	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.MKM.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.MKM.PremierDraft.csv.gz
OTJ	2024-05-31	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.OTJ.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.OTJ.PremierDraft.csv.gz
MH3	2024-07-18	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.MH3.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.MH3.PremierDraft.csv.gz
BLB	2024-09-05	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.BLB.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.BLB.PremierDraft.csv.gz
DSK	2024-10-30	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.DSK.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.DSK.PremierDraft.csv.gz
FDN	2024-12-18	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.FDN.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.FDN.PremierDraft.csv.gz
PIO	2025-01-14	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.PIO.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.PIO.PremierDraft.csv.gz
DFT	2025-03-23	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.DFT.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.DFT.PremierDraft.csv.gz
TDM	2025-05-20	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.TDM.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.TDM.PremierDraft.csv.gz
FIN	2025-07-18	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.FIN.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.FIN.PremierDraft.csv.gz
EOE	2025-09-02	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.EOE.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.EOE.PremierDraft.csv.gz
Powered Cube	2025-11-23	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.Cube_-_Powered.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.Cube_-_Powered.PremierDraft.csv.gz
TLA	2026-01-10	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.TLA.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.TLA.PremierDraft.csv.gz
ECL	2026-02-08	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.ECL.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.ECL.PremierDraft.csv.gz
TMT	2026-04-08	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.TMT.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.TMT.PremierDraft.csv.gz
SOS	2026-06-02	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.SOS.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.SOS.PremierDraft.csv.gz
MSH	2026-07-26	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.MSH.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.MSH.PremierDraft.csv.gz
The Hobbit	Thu, 03 Sep 2026 11:51:56 GMT	https://17lands-public.s3.amazonaws.com/analysis_data/draft_data/draft_data_public.HOB.PremierDraft.csv.gz	https://17lands-public.s3.amazonaws.com/analysis_data/game_data/game_data_public.HOB.PremierDraft.csv.gz
