C_multi	Jwari Disruption // Jwari Ruins	ジュワー島の撹乱 // ジュワー島の遺跡	on	ジュワー島の撹乱 // ジュワー島の遺跡	correct	3
C_multi	Wandering Archaic // Explore the Vastlands	さまようアルカイック // 大界の探検	off	さすらいの古老 // 大草原の探検	wrong	1
C_multi	Wandering Archaic // Explore the Vastlands	さまようアルカイック // 大界の探検	on	さまようアルカイック // 大界の探検	correct	3
C_multi	Riverglide Pathway // Lavaglide Pathway	河川滑りの小道 // 溶岩滑りの小道	off	川流の小道 // 溶岩流の小道	wrong	1
C_multi	Riverglide Pathway // Lavaglide Pathway	河川滑りの小道 // 溶岩滑りの小道	on	河川滑りの小道 // 溶岩滑りの小道	correct	3
C_multi	Waterlogged Teachings // Inundated Archive	水浸しの教え // 冠水した書庫	off	水浸しの教え // 水没した文書庫	wrong	1
C_multi	Waterlogged Teachings // Inundated Archive	水浸しの教え // 冠水した書庫	on	水浸しの教え // 冠水した書庫	correct	3
C_multi	Shatterskull Smashing // Shatterskull, the Hammer Pass	髑髏砕きの一撃 // 鎚の山道、髑髏砕き	off	大砕きの一撃 // 大槌峠、シャタースカル	wrong	1
C_multi	Shatterskull Smashing // Shatterskull, the Hammer Pass	髑髏砕きの一撃 // 鎚の山道、髑髏砕き	on	髑髏砕きの一撃 // 鎚の山道、髑髏砕き	correct	3
C_multi	Etali, Primal Conqueror // Etali, Primal Sickness	原初の征服者、エターリ // 原初の病、エターリ	off	エターリ、始原の征服者 // エターリ、始原の病魔	wrong	1
C_multi	Etali, Primal Conqueror // Etali, Primal Sickness	原初の征服者、エターリ // 原初の病、エターリ	on	原初の征服者、エターリ // 原初の病、エターリ	correct	3
D_famous	Skullclamp	頭蓋骨絞め	off	頭蓋骨締め	wrong	1
D_famous	Skullclamp	頭蓋骨絞め	on	頭蓋骨絞め	correct	3
D_famous	Steam Vents	蒸気孔	off	蒸気孔	correct	1
D_famous	Steam Vents	蒸気孔	on	蒸気孔	correct	3
D_famous	Garruk's Uprising	ガラクの蜂起	off	ガラクの復奏	wrong	1
D_famous	Garruk's Uprising	ガラクの蜂起	on	ガラクの蜂起	correct	3
D_famous	Propaganda	プロパガンダ	off	プロパガンダ	correct	1
D_famous	Propaganda	プロパガンダ	on	プロパガンダ	correct	3
D_famous	Deadly Rollick	致命的なはしゃぎ回り	off	破滅的な反乱	wrong	1
D_famous	Deadly Rollick	致命的なはしゃぎ回り	on	致命的なはしゃぎ回り	correct	3
D_famous	Nature's Lore	自然の知識	off	自然の知識	correct	1
D_famous	Nature's Lore	自然の知識	on	自然の知識	correct	3
E_nonliteral	Cori-Steel Cutter	コーリ鋼の短刀	off	剣刃、コリ=スティール	wrong	1
E_nonliteral	Cori-Steel Cutter	コーリ鋼の短刀	on	コーリ鋼の短刀	correct	3
E_nonliteral	Fable of the Mirror-Breaker // Reflection of Kiki-Jiki	鏡割りの寓話 // キキジキの鏡像	off	鏡割りの寓話 // キキジキの反射	wrong	1
E_nonliteral	Fable of the Mirror-Breaker // Reflection of Kiki-Jiki	鏡割りの寓話 // キキジキの鏡像	on	鏡割りの寓話 // キキジキの鏡像	correct	3
E_nonliteral	Psychic Frog	超能力蛙	off	サイキック・フロッグ	wrong	1
E_nonliteral	Psychic Frog	超能力蛙	on	超能力蛙	correct	3
E_nonliteral	Up the Beanstalk	豆の木をのぼれ	off	豆の茎を登る	wrong	1
E_nonliteral	Up the Beanstalk	豆の木をのぼれ	on	豆の木をのぼれ	correct	3
E_nonliteral	Ocelot Pride	オセロットの群れ	off	山猫の矜持	wrong	1
E_nonliteral	Ocelot Pride	オセロットの群れ	on	オセロットの群れ	correct	3
E_nonliteral	Orcish Bowmasters	オークの弓使い	off	オーク弓の名手	wrong	1
E_nonliteral	Orcish Bowmasters	オークの弓使い	on	オークの弓使い	correct	3
E_nonliteral	Sheoldred, the Apocalypse	黙示録、シェオルドレッド	off	シェオルドレッド、絶望の親玉	wrong	1
E_nonliteral	Sheoldred, the Apocalypse	黙示録、シェオルドレッド	on	黙示録、シェオルドレッド	correct	3
E_nonliteral	Phlage, Titan of Fire's Fury	火の怒りのタイタン、フレージ	off	火の激情、タイタンのフレイジ	wrong	1
E_nonliteral	Phlage, Titan of Fire's Fury	火の怒りのタイタン、フレージ	on	火の怒りのタイタン、フレージ	correct	3
