id,template,question,note
471,T6_arch_lands,モダンのHollow Oneでよく使われる土地を5枚挙げて,archetype=Hollow One
472,T9_comma,レガシーで《嵐の目、ウギン》と一緒によく使われるカードは？,"card=Ugin, Eye of the Storms（読点入り）"
473,T1_arch_cards,モダンのAffinityの主要なカードを教えて,archetype=Affinity decks=65
474,T2_partner_ja,パウパーで《無謀なる衝動》と一緒に入るカードは？,card=Reckless Impulse
475,T3_edh_partner,統率者戦で《城塞の近衛兵、ピピン》を使うデッキでよく一緒に使われるカードは？,"card=Pippin, Guard of the Citadel"
476,T4_legal_bare,モダンで自然の律動はまだ使える？,card=Nature's Rhythm（裸の日本語名で問う）
477,T5_en_question,Sire of Seven Deaths はどのフォーマットのどんなデッキで使われてる？,card=Sire of Seven Deaths
478,T6_arch_lands,レガシーのGrixis Delverでよく使われる土地を5枚挙げて,archetype=Grixis Delver
479,T9_comma,レガシーで《真夜中の盗人、ビルボ》と一緒によく使われるカードは？,"card=Bilbo, Thief in the Night（読点入り）"
480,T1_arch_cards,レガシーのElvesの主要なカードを教えて,archetype=Elves decks=52
481,T2_partner_ja,パウパーで《多元宇宙の警告》と一緒に入るカードは？,card=Behold the Multiverse
482,T3_edh_partner,統率者戦で《神出鬼没の狩人、スーラク》を使うデッキでよく一緒に使われるカードは？,"card=Surrak, Elusive Hunter"
483,T4_legal_bare,パウパーで勢団の取り引きはまだ使える？,card=Reckoner's Bargain（裸の日本語名で問う）
484,T5_en_question,Dress Down はどのフォーマットのどんなデッキで使われてる？,card=Dress Down
485,T6_arch_lands,レガシーのOmni - Showでよく使われる土地を5枚挙げて,archetype=Omni - Show
486,T9_comma,モダンで《悪夢滅ぼし、魁渡》と一緒によく使われるカードは？,"card=Kaito, Bane of Nightmares（読点入り）"
487,T1_arch_cards,パイオニアのThe Rockの主要なカードを教えて,archetype=The Rock decks=122
488,T2_partner_ja,スタンダードで《傷残す批評》と一緒に入るカードは？,card=Traumatic Critique
489,T3_edh_partner,統率者戦で《ロフガフフの息子、ログラクフ》を使うデッキでよく一緒に使われるカードは？,"card=Rograkh, Son of Rohgahh"
490,T4_legal_bare,パイオニアで失せろはまだ使える？,card=Get Lost（裸の日本語名で問う）
491,T5_en_question,Portent はどのフォーマットのどんなデッキで使われてる？,card=Portent
492,T6_arch_lands,パウパーのWeenie Whiteでよく使われる土地を5枚挙げて,archetype=Weenie White
493,T9_comma,パイオニアで《覆いを割く者、ナーセット》と一緒によく使われるカードは？,"card=Narset, Parter of Veils（読点入り）"
494,T1_arch_cards,モダンのUrzaTronの主要なカードを教えて,archetype=UrzaTron decks=116
495,T2_partner_ja,レガシーで《ミシュラのガラクタ》と一緒に入るカードは？,card=Mishra's Bauble
496,T3_edh_partner,統率者戦で《アストラルの狩人、ガナクス》を使うデッキでよく一緒に使われるカードは？,"card=Ganax, Astral Hunter"
497,T4_legal_bare,スタンダードで脈の新学部長、モセオはまだ使える？,"card=Moseo, Vein's New Dean（裸の日本語名で問う）"
498,T5_en_question,Thought-Knot Seer はどのフォーマットのどんなデッキで使われてる？,card=Thought-Knot Seer
499,T6_arch_lands,パウパーのJund Wildfireでよく使われる土地を5枚挙げて,archetype=Jund Wildfire
500,T9_comma,モダンで《塔の長官、ボロミア》と一緒によく使われるカードは？,"card=Boromir, Warden of the Tower（読点入り）"
