id,template,question,note
1340,T9_comma,モダンで《迷える探求者、梓》と一緒によく使われるカードは？,"card=Azusa, Lost but Seeking（読点入り）"
1341,T2_partner_ja,パイオニアで《一時的封鎖》と一緒に入るカードは？,card=Temporary Lockdown
1342,T3_edh_partner,統率者戦で《星界の大蛇、コーマ》を使うデッキでよく一緒に使われるカードは？,"card=Koma, Cosmos Serpent"
1343,T4_legal_bare,レガシーで三なる宝球はまだ使える？,card=Trinisphere（裸の日本語名で問う）
1344,T5_en_question,"Leatherhead, Swamp Stalker はどのフォーマットのどんなデッキで使われてる？","card=Leatherhead, Swamp Stalker"
1345,T9_comma,モダンで《約束された終末、エムラクール》と一緒によく使われるカードは？,"card=Emrakul, the Promised End（読点入り）"
1346,T2_partner_ja,パイオニアで《無謀な怒り》と一緒に入るカードは？,card=Reckless Rage
1347,T3_edh_partner,統率者戦で《暴走魔導士、デリーナ》を使うデッキでよく一緒に使われるカードは？,"card=Delina, Wild Mage"
1348,T4_legal_bare,パイオニアで時間への侵入はまだ使える？,card=Temporal Trespass（裸の日本語名で問う）
1349,T5_en_question,Oliphaunt はどのフォーマットのどんなデッキで使われてる？,card=Oliphaunt
1350,T9_comma,モダンで《トラブルメーカー、ラフとマイキー》と一緒によく使われるカードは？,"card=Raph & Mikey, Troublemakers（読点入り）"
1351,T2_partner_ja,モダンで《メムナイト》と一緒に入るカードは？,card=Memnite
1352,T3_edh_partner,統率者戦で《とっつぁん》を使うデッキでよく一緒に使われるカードは？,card=The Gaffer
1353,T4_legal_bare,パウパーで神秘の指導はまだ使える？,card=Mystical Teachings（裸の日本語名で問う）
1354,T5_en_question,"Emry, Lurker of the Loch はどのフォーマットのどんなデッキで使われてる？","card=Emry, Lurker of the Loch"
1355,T9_comma,スタンダードで《光砕く者、テルサ》と一緒によく使われるカードは？,card=Tersa Lightshatter（読点入り）
1356,T2_partner_ja,パウパーで《怨恨》と一緒に入るカードは？,card=Rancor
1357,T3_edh_partner,統率者戦で《堕落した庄察頭、ロソ》を使うデッキでよく一緒に使われるカードは？,"card=Lotho, Corrupt Shirriff"
1358,T4_legal_bare,プレモダンでパララクスの潮流はまだ使える？,card=Parallax Tide（裸の日本語名で問う）
1359,T5_en_question,Molten Collapse はどのフォーマットのどんなデッキで使われてる？,card=Molten Collapse
1360,T9_comma,ヴィンテージで《アゾリウスの造反者、ラヴィニア》と一緒によく使われるカードは？,"card=Lavinia, Azorius Renegade（読点入り）"
1361,T2_partner_ja,レガシーで《瞬唱の魔道士》と一緒に入るカードは？,card=Snapcaster Mage
1362,T3_edh_partner,統率者戦で《コーヴェクダル、エラダムリー》を使うデッキでよく一緒に使われるカードは？,"card=Eladamri, Korvecdal"
1363,T4_legal_bare,レガシーでオアリムの詠唱はまだ使える？,card=Orim's Chant（裸の日本語名で問う）
1364,T5_en_question,Town Greeter はどのフォーマットのどんなデッキで使われてる？,card=Town Greeter
1365,T9_comma,モダンで《悪夢滅ぼし、魁渡》と一緒によく使われるカードは？,"card=Kaito, Bane of Nightmares（読点入り）"
1366,T2_partner_ja,レガシーで《極楽鳥》と一緒に入るカードは？,card=Birds of Paradise
1367,T3_edh_partner,統率者戦で《絶え間ない飢餓、ウラモグ》を使うデッキでよく一緒に使われるカードは？,"card=Ulamog, the Ceaseless Hunger"
1368,T4_legal_bare,スタンダードで脱走はまだ使える？,card=Break Out（裸の日本語名で問う）
1369,T5_en_question,"Beza, the Bounding Spring はどのフォーマットのどんなデッキで使われてる？","card=Beza, the Bounding Spring"
1370,T9_comma,モダンで《マルコフ家のソリン》と一緒によく使われるカードは？,"card=Sorin of House Markov // Sorin, Ravenous Neonate（読点入り）"
1371,T2_partner_ja,モダンで《睡蓮の花》と一緒に入るカードは？,card=Lotus Bloom
1372,T3_edh_partner,統率者戦で《虐殺少女》を使うデッキでよく一緒に使われるカードは？,card=Massacre Girl
1373,T4_legal_bare,モダンでウィザーブルームの魔除けはまだ使える？,card=Witherbloom Charm（裸の日本語名で問う）
1374,T5_en_question,Jeskai Revelation はどのフォーマットのどんなデッキで使われてる？,card=Jeskai Revelation
1375,T9_comma,レガシーで《光に導かれし者、ハリーヤ》と一緒によく使われるカードは？,"card=Haliya, Guided by Light（読点入り）"
1376,T2_partner_ja,パウパーで《成長のらせん》と一緒に入るカードは？,card=Growth Spiral
1377,T3_edh_partner,統率者戦で《ジェニファー・ウォルターズ // センセーショナル・シーハルク》を使うデッキでよく一緒に使われるカードは？,card=Jennifer Walters // The Sensational She-Hulk
1378,T4_legal_bare,モダンでアナグマモグラの仔はまだ使える？,card=Badgermole Cub（裸の日本語名で問う）
1379,T5_en_question,Ramosian Sergeant はどのフォーマットのどんなデッキで使われてる？,card=Ramosian Sergeant
1380,T9_comma,パイオニアで《覆いを割く者、ナーセット》と一緒によく使われるカードは？,"card=Narset, Parter of Veils（読点入り）"
1381,T2_partner_ja,モダンで《無謀なる歓喜の行進》と一緒に入るカードは？,card=March of Reckless Joy
1382,T3_edh_partner,統率者戦で《年老いた骨齧り》を使うデッキでよく一緒に使われるカードは？,card=Old Gnawbone
1383,T4_legal_bare,プレモダンで踏査はまだ使える？,card=Exploration（裸の日本語名で問う）
1384,T5_en_question,Phyrexian Devourer はどのフォーマットのどんなデッキで使われてる？,card=Phyrexian Devourer（日本語版なし）
1385,T9_comma,パイオニアで《光に導かれし者、ハリーヤ》と一緒によく使われるカードは？,"card=Haliya, Guided by Light（読点入り）"
1386,T2_partner_ja,スタンダードで《白昼夢》と一緒に入るカードは？,card=Daydream
1387,T3_edh_partner,統率者戦で《野生の心、セルヴァラ》を使うデッキでよく一緒に使われるカードは？,"card=Selvala, Heart of the Wilds"
1388,T4_legal_bare,パウパーで古きクローサの力はまだ使える？,card=Might of Old Krosa（裸の日本語名で問う）
1389,T5_en_question,Twinmaw Stormbrood // Charring Bite はどのフォーマットのどんなデッキで使われてる？,card=Twinmaw Stormbrood // Charring Bite（日本語版なし）
1390,T9_comma,スタンダードで《星界を呼ぶ者、ゾラリーネ》と一緒によく使われるカードは？,"card=Zoraline, Cosmos Caller（読点入り）"
1391,T2_partner_ja,パイオニアで《名もなき都市の歩哨》と一緒に入るカードは？,card=Sentinel of the Nameless City
1392,T3_edh_partner,統率者戦で《巨大猿、コグラ》を使うデッキでよく一緒に使われるカードは？,"card=Kogla, the Titan Ape"
1393,T4_legal_bare,パウパーで墓の刈り取りはまだ使える？,card=Reaping the Graves（裸の日本語名で問う）
1394,T5_en_question,Bramble Wurm はどのフォーマットのどんなデッキで使われてる？,card=Bramble Wurm
1395,T2_partner_ja,パウパーで《斧折りの守護者》と一緒に入るカードは？,card=Axebane Guardian
1396,T3_edh_partner,統率者戦で《威名のソルジャー、セフィロス // 片翼の天使、セフィロス》を使うデッキでよく一緒に使われるカードは？,"card=Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel"
1397,T4_legal_bare,プレモダンで溶岩の投げ矢はまだ使える？,card=Lava Dart（裸の日本語名で問う）
1398,T5_en_question,Transmute Artifact はどのフォーマットのどんなデッキで使われてる？,card=Transmute Artifact（日本語版なし）
1399,T2_partner_ja,パイオニアで《秋の騎士》と一緒に入るカードは？,card=Knight of Autumn
1400,T3_edh_partner,統率者戦で《湖に潜む者、エムリー》を使うデッキでよく一緒に使われるカードは？,"card=Emry, Lurker of the Loch"
