id,template,question,note
1042,T6_arch_lands,パウパーのSnow Jeskai Ephemerateでよく使われる土地を5枚挙げて,archetype=Snow Jeskai Ephemerate
1043,T9_comma,パイオニアで《暗黒騎士、セシル》と一緒によく使われるカードは？,"card=Cecil, Dark Knight // Cecil, Redeemed Paladin（読点入り）"
1044,T1_arch_cards,パウパーのKuldotha Redの主要なカードを教えて,archetype=Kuldotha Red decks=43
1045,T2_partner_ja,レガシーで《ちらつき鬼火》と一緒に入るカードは？,card=Flickerwisp
1046,T3_edh_partner,統率者戦で《輝かしい聖戦士、エーデリン》を使うデッキでよく一緒に使われるカードは？,"card=Adeline, Resplendent Cathar"
1047,T4_legal_bare,プレモダンで抵抗の宝球はまだ使える？,card=Sphere of Resistance（裸の日本語名で問う）
1048,T5_en_question,Thorn of Amethyst はどのフォーマットのどんなデッキで使われてる？,card=Thorn of Amethyst
1049,T6_arch_lands,モダンのPinnacle Affinityでよく使われる土地を5枚挙げて,archetype=Pinnacle Affinity
1050,T9_comma,スタンダードで《脈の新学部長、モセオ》と一緒によく使われるカードは？,"card=Moseo, Vein's New Dean（読点入り）"
1051,T2_partner_ja,レガシーで《記憶への放逐》と一緒に入るカードは？,card=Consign to Memory
1052,T3_edh_partner,統率者戦で《龍王ドロモカ》を使うデッキでよく一緒に使われるカードは？,card=Dragonlord Dromoka
1053,T4_legal_bare,パウパーで税血の刃はまだ使える？,card=Tithing Blade // Consuming Sepulcher（裸の日本語名で問う）
1054,T5_en_question,Agony Warp はどのフォーマットのどんなデッキで使われてる？,card=Agony Warp
1055,T9_comma,モダンで《絶え間ない飢餓、ウラモグ》と一緒によく使われるカードは？,"card=Ulamog, the Ceaseless Hunger（読点入り）"
1056,T2_partner_ja,スタンダードで《永劫の無垢》と一緒に入るカードは？,card=Enduring Innocence
1057,T3_edh_partner,統率者戦で《シェオルドレッド // 真実の教典》を使うデッキでよく一緒に使われるカードは？,card=Sheoldred // The True Scriptures
1058,T4_legal_bare,ヴィンテージで目くらましはまだ使える？,card=Daze（裸の日本語名で問う）
1059,T5_en_question,Flusterstorm はどのフォーマットのどんなデッキで使われてる？,card=Flusterstorm
1060,T9_comma,スタンダードで《敬虔な新米、デニック》と一緒によく使われるカードは？,"card=Dennick, Pious Apprentice // Dennick, Pious Apparition（読点入り）"
1061,T2_partner_ja,スタンダードで《ティシャーナの潮縛り》と一緒に入るカードは？,card=Tishana's Tidebinder
1062,T3_edh_partner,統率者戦で《水底のドルイド、タトヨヴァ》を使うデッキでよく一緒に使われるカードは？,"card=Tatyova, Benthic Druid"
1063,T4_legal_bare,プレモダンで栄光はまだ使える？,card=Glory（裸の日本語名で問う）
1064,T5_en_question,Suplex はどのフォーマットのどんなデッキで使われてる？,card=Suplex
1065,T9_comma,スタンダードで《運命の大嵐、ドラゴンホーク》と一緒によく使われるカードは？,"card=Dragonhawk, Fate's Tempest（読点入り）"
1066,T2_partner_ja,パウパーで《火の中へ投げ捨てる》と一緒に入るカードは？,card=Cast into the Fire
1067,T3_edh_partner,統率者戦で《キャベツ売りの商人》を使うデッキでよく一緒に使われるカードは？,card=The Cabbage Merchant
1068,T4_legal_bare,パイオニアで没頭はまだ使える？,card=Flow State（裸の日本語名で問う）
1069,T5_en_question,Meltstrider's Resolve はどのフォーマットのどんなデッキで使われてる？,card=Meltstrider's Resolve
1070,T9_comma,ヴィンテージで《王冠泥棒、オーコ》と一緒によく使われるカードは？,"card=Oko, Thief of Crowns（読点入り）"
1071,T2_partner_ja,プレモダンで《ブラストダーム》と一緒に入るカードは？,card=Blastoderm
1072,T3_edh_partner,統率者戦で《棘を播く者、逆棘のビル》を使うデッキでよく一緒に使われるカードは？,"card=Bristly Bill, Spine Sower"
1073,T4_legal_bare,パウパーで幻の漂いはまだ使える？,card=Drift of Phantasms（裸の日本語名で問う）
1074,T5_en_question,Ponder はどのフォーマットのどんなデッキで使われてる？,card=Ponder
1075,T9_comma,モダンで《歓楽の神、ゼナゴス》と一緒によく使われるカードは？,"card=Xenagos, God of Revels（読点入り）"
1076,T2_partner_ja,モダンで《約束された終末、エムラクール》と一緒に入るカードは？,"card=Emrakul, the Promised End"
1077,T3_edh_partner,統率者戦で《ワンダラス・ワスプ》を使うデッキでよく一緒に使われるカードは？,card=The Wondrous Wasp
1078,T4_legal_bare,プレモダンで金粉のドレイクはまだ使える？,card=Gilded Drake（裸の日本語名で問う）
1079,T5_en_question,Razorkin Needlehead はどのフォーマットのどんなデッキで使われてる？,card=Razorkin Needlehead
1080,T9_comma,モダンで《敏捷なこそ泥、ラガバン》と一緒によく使われるカードは？,"card=Ragavan, Nimble Pilferer（読点入り）"
1081,T2_partner_ja,パウパーで《気前のよいエント》と一緒に入るカードは？,card=Generous Ent
1082,T3_edh_partner,統率者戦で《上級建設官、スラム》を使うデッキでよく一緒に使われるカードは？,"card=Sram, Senior Edificer"
1083,T4_legal_bare,パウパーで呪文づまりのスプライトはまだ使える？,card=Spellstutter Sprite（裸の日本語名で問う）
1084,T5_en_question,United Battlefront はどのフォーマットのどんなデッキで使われてる？,card=United Battlefront
1085,T9_comma,レガシーで《黙示録、シェオルドレッド》と一緒によく使われるカードは？,"card=Sheoldred, the Apocalypse（読点入り）"
1086,T2_partner_ja,スタンダードで《破片魔道士の救出》と一緒に入るカードは？,card=Shardmage's Rescue
1087,T3_edh_partner,統率者戦で《夢の巣のルールス》を使うデッキでよく一緒に使われるカードは？,card=Lurrus of the Dream-Den
1088,T4_legal_bare,モダンで秘法の管理者はまだ使える？,card=Curator of Mysteries（裸の日本語名で問う）
1089,T5_en_question,Bane of the Living はどのフォーマットのどんなデッキで使われてる？,card=Bane of the Living
1090,T9_comma,スタンダードで《液状の重罪犯、ハイドロマン》と一緒によく使われるカードは？,"card=Hydro-Man, Fluid Felon（読点入り）"
1091,T2_partner_ja,モダンで《喜ぶハーフリング》と一緒に入るカードは？,card=Delighted Halfling
1092,T3_edh_partner,統率者戦で《発展の暴君、ジン＝ギタクシアス》を使うデッキでよく一緒に使われるカードは？,"card=Jin-Gitaxias, Progress Tyrant"
1093,T4_legal_bare,レガシーで飢餓の潮流、グリストはまだ使える？,"card=Grist, the Hunger Tide（裸の日本語名で問う）"
1094,T5_en_question,Abandon Attachments はどのフォーマットのどんなデッキで使われてる？,card=Abandon Attachments
1095,T9_comma,レガシーで《大いなる脳ミソ、クランゲ》と一緒によく使われるカードは？,"card=Krang, Master Mind（読点入り）"
1096,T2_partner_ja,プレモダンで《悟りの教示者》と一緒に入るカードは？,card=Enlightened Tutor
1097,T3_edh_partner,統率者戦で《六番》を使うデッキでよく一緒に使われるカードは？,card=Six
1098,T4_legal_bare,パウパーで暴走の先導はまだ使える？,card=Lead the Stampede（裸の日本語名で問う）
1099,T5_en_question,Battlefield Improvisation はどのフォーマットのどんなデッキで使われてる？,card=Battlefield Improvisation（日本語版なし）
1100,T9_comma,パイオニアで《ドミナリアの英雄、テフェリー》と一緒によく使われるカードは？,"card=Teferi, Hero of Dominaria（読点入り）"
