id,template,question,note
1219,T5_en_question,Graveyard Trespasser // Graveyard Glutton はどのフォーマットのどんなデッキで使われてる？,card=Graveyard Trespasser // Graveyard Glutton
1220,T9_comma,スタンダードで《道の体現者、シィコ》と一緒によく使われるカードは？,"card=Shiko, Paragon of the Way（読点入り）"
1221,T2_partner_ja,プレモダンで《ストロームガルドの騎士》と一緒に入るカードは？,card=Knight of Stromgald
1222,T3_edh_partner,統率者戦で《自然の怒りのタイタン、ウーロ》を使うデッキでよく一緒に使われるカードは？,"card=Uro, Titan of Nature's Wrath"
1223,T4_legal_bare,パイオニアで放浪皇はまだ使える？,card=The Wandering Emperor（裸の日本語名で問う）
1224,T5_en_question,Scrapheap Scrounger はどのフォーマットのどんなデッキで使われてる？,card=Scrapheap Scrounger
1225,T9_comma,パイオニアで《森の轟き、ルムラ》と一緒によく使われるカードは？,"card=Lumra, Bellow of the Woods（読点入り）"
1226,T2_partner_ja,プレモダンで《ジャッカルの仔》と一緒に入るカードは？,card=Jackal Pup
1227,T3_edh_partner,統率者戦で《千番目の月、アニム・パカル》を使うデッキでよく一緒に使われるカードは？,"card=Anim Pakal, Thousandth Moon"
1228,T4_legal_bare,スタンダードで飛空バスの車掌はまだ使える？,card=Skycoach Conductor // All Aboard（裸の日本語名で問う）
1229,T5_en_question,"Bilbo, Thief in the Night はどのフォーマットのどんなデッキで使われてる？","card=Bilbo, Thief in the Night"
1230,T9_comma,スタンダードで《混合成体、ダイアドライン》と一緒によく使われるカードは？,"card=Dyadrine, Synthesis Amalgam（読点入り）"
1231,T2_partner_ja,パウパーで《もつれ》と一緒に入るカードは？,card=Tangle
1232,T3_edh_partner,統率者戦で《黙示録、シェオルドレッド》を使うデッキでよく一緒に使われるカードは？,"card=Sheoldred, the Apocalypse"
1233,T4_legal_bare,プレモダンで陰謀団の儀式はまだ使える？,card=Cabal Ritual（裸の日本語名で問う）
1234,T5_en_question,"Dyadrine, Synthesis Amalgam はどのフォーマットのどんなデッキで使われてる？","card=Dyadrine, Synthesis Amalgam"
1235,T9_comma,パイオニアで《雷神、ソー》と一緒によく使われるカードは？,"card=Thor, God of Thunder（読点入り）"
1236,T2_partner_ja,スタンダードで《アガサの魂の大釜》と一緒に入るカードは？,card=Agatha's Soul Cauldron
1237,T3_edh_partner,統率者戦で《戦導者オレリア》を使うデッキでよく一緒に使われるカードは？,"card=Aurelia, the Warleader"
1238,T4_legal_bare,レガシーでベイルマークの大主はまだ使える？,card=Overlord of the Balemurk（裸の日本語名で問う）
1239,T5_en_question,Portable Hole はどのフォーマットのどんなデッキで使われてる？,card=Portable Hole
1240,T9_comma,パイオニアで《機械の母、エリシュ・ノーン》と一緒によく使われるカードは？,"card=Elesh Norn, Mother of Machines（読点入り）"
1241,T2_partner_ja,ヴィンテージで《臭い草のインプ》と一緒に入るカードは？,card=Stinkweed Imp
1242,T3_edh_partner,統率者戦で《炎の踊り手、リオーニャ》を使うデッキでよく一緒に使われるカードは？,"card=Rionya, Fire Dancer"
1243,T4_legal_bare,パウパーで黄金犬はまだ使える？,card=Goldhound（裸の日本語名で問う）
1244,T5_en_question,Delver of Secrets // Insectile Aberration はどのフォーマットのどんなデッキで使われてる？,card=Delver of Secrets // Insectile Aberration
1245,T9_comma,スタンダードで《棘を播く者、逆棘のビル》と一緒によく使われるカードは？,"card=Bristly Bill, Spine Sower（読点入り）"
1246,T2_partner_ja,パウパーで《跳ね橋》と一緒に入るカードは？,card=Crashing Drawbridge
1247,T3_edh_partner,"統率者戦でDeadpool, Trading Cardを使うデッキでよく一緒に使われるカードは？","card=Deadpool, Trading Card"
1248,T4_legal_bare,スタンダードで焼き切る非行士はまだ使える？,card=Burnout Bashtronaut（裸の日本語名で問う）
1249,T5_en_question,Kozilek's Return はどのフォーマットのどんなデッキで使われてる？,card=Kozilek's Return
1250,T9_comma,モダンで《溌剌の牧羊犬、フィリア》と一緒によく使われるカードは？,"card=Phelia, Exuberant Shepherd（読点入り）"
1251,T2_partner_ja,レガシーで《ゴブリンの溶接工》と一緒に入るカードは？,card=Goblin Welder
1252,T3_edh_partner,統率者戦で《夜の星、黒瘴》を使うデッキでよく一緒に使われるカードは？,"card=Kokusho, the Evening Star"
1253,T4_legal_bare,ヴィンテージでボーラスの城塞はまだ使える？,card=Bolas's Citadel（裸の日本語名で問う）
1254,T5_en_question,Crashing Drawbridge はどのフォーマットのどんなデッキで使われてる？,card=Crashing Drawbridge
1255,T9_comma,レガシーで《自然の怒りのタイタン、ウーロ》と一緒によく使われるカードは？,"card=Uro, Titan of Nature's Wrath（読点入り）"
1256,T2_partner_ja,パイオニアで《アガサの魂の大釜》と一緒に入るカードは？,card=Agatha's Soul Cauldron
1257,T3_edh_partner,統率者戦で《不浄なる者、ミケウス》を使うデッキでよく一緒に使われるカードは？,"card=Mikaeus, the Unhallowed"
1258,T4_legal_bare,パイオニアで永遠の策謀家、ズアーはまだ使える？,"card=Zur, Eternal Schemer（裸の日本語名で問う）"
1259,T5_en_question,Thoughtcast はどのフォーマットのどんなデッキで使われてる？,card=Thoughtcast
1260,T9_comma,モダンで《カンフーの達人、シャン・チー》と一緒によく使われるカードは？,"card=Shang-Chi, Master of Kung Fu（読点入り）"
1261,T2_partner_ja,スタンダードで《網撃の精鋭》と一緒に入るカードは？,card=Webstrike Elite
1262,T3_edh_partner,統率者戦で《襲い来る電池、エレクトロ》を使うデッキでよく一緒に使われるカードは？,"card=Electro, Assaulting Battery"
1263,T4_legal_bare,スタンダードでキランの真意号はまだ使える？,card=Heart of Kiran（裸の日本語名で問う）
1264,T5_en_question,Thought-Knot Seer はどのフォーマットのどんなデッキで使われてる？,card=Thought-Knot Seer
1265,T9_comma,ヴィンテージで《スレイベンの守護者、サリア》と一緒によく使われるカードは？,"card=Thalia, Guardian of Thraben（読点入り）"
1266,T2_partner_ja,パイオニアで《暗黒騎士、セシル》と一緒に入るカードは？,"card=Cecil, Dark Knight // Cecil, Redeemed Paladin"
1267,T3_edh_partner,統率者戦で《ダニー・ピンク》を使うデッキでよく一緒に使われるカードは？,card=Danny Pink
1268,T4_legal_bare,パイオニアで敬慕されるロクソドンはまだ使える？,card=Venerated Loxodon（裸の日本語名で問う）
1269,T5_en_question,Tuktuk Rubblefort はどのフォーマットのどんなデッキで使われてる？,card=Tuktuk Rubblefort
1270,T9_comma,モダンで《大いなる創造者、カーン》と一緒によく使われるカードは？,"card=Karn, the Great Creator（読点入り）"
1271,T2_partner_ja,モダンで《まき散らす菌糸生物》と一緒に入るカードは？,card=Sowing Mycospawn
1272,T3_edh_partner,統率者戦で《グリッサ・サンスレイヤー》を使うデッキでよく一緒に使われるカードは？,card=Glissa Sunslayer
1273,T4_legal_bare,ヴィンテージでまばゆい肉掻きはまだ使える？,card=Glaring Fleshraker（裸の日本語名で問う）
1274,T5_en_question,Isochron Scepter はどのフォーマットのどんなデッキで使われてる？,card=Isochron Scepter
1275,T9_comma,スタンダードで《戦闘魔道士の隊長、バルモア》と一緒によく使われるカードは？,"card=Balmor, Battlemage Captain（読点入り）"
1276,T2_partner_ja,プレモダンで《調律》と一緒に入るカードは？,card=Attunement
1277,T3_edh_partner,統率者戦で《アルバイトミュータント、アルマ》を使うデッキでよく一緒に使われるカードは？,"card=Irma, Part-Time Mutant"
1278,T4_legal_bare,パウパーでラフィーンの密通者はまだ使える？,card=Raffine's Informant（裸の日本語名で問う）
1279,T5_en_question,Mystic Forge はどのフォーマットのどんなデッキで使われてる？,card=Mystic Forge
1280,T9_comma,モダンで《猛打者、タイヴァー》と一緒によく使われるカードは？,"card=Tyvar, the Pummeler（読点入り）"
1281,T2_partner_ja,パウパーで《進化の証人》と一緒に入るカードは？,card=Evolution Witness
1282,T3_edh_partner,統率者戦で《キヨシ島の大ウナギ》を使うデッキでよく一緒に使われるカードは？,card=The Unagi of Kyoshi Island
1283,T4_legal_bare,モダンで新生化はまだ使える？,card=Neoform（裸の日本語名で問う）
1284,T5_en_question,Fang Dragon // Forktail Sweep はどのフォーマットのどんなデッキで使われてる？,card=Fang Dragon // Forktail Sweep（日本語版なし）
1285,T9_comma,レガシーで《アゾリウスの造反者、ラヴィニア》と一緒によく使われるカードは？,"card=Lavinia, Azorius Renegade（読点入り）"
1286,T2_partner_ja,モダンで《偉大なる統一者、アトラクサ》と一緒に入るカードは？,"card=Atraxa, Grand Unifier"
1287,T3_edh_partner,統率者戦で《真実の解体者、コジレック》を使うデッキでよく一緒に使われるカードは？,"card=Kozilek, Butcher of Truth"
1288,T4_legal_bare,パウパーで盾壁の歩哨はまだ使える？,card=Shield-Wall Sentinel（裸の日本語名で問う）
1289,T5_en_question,Overlord of the Balemurk はどのフォーマットのどんなデッキで使われてる？,card=Overlord of the Balemurk
1290,T9_comma,ヴィンテージで《不屈の巡礼者、ゴロス》と一緒によく使われるカードは？,"card=Golos, Tireless Pilgrim（読点入り）"
1291,T2_partner_ja,レガシーで《ピナクルの特使》と一緒に入るカードは？,card=Pinnacle Emissary
1292,T3_edh_partner,統率者戦で《怪しげな統治者、スクイー》を使うデッキでよく一緒に使われるカードは？,"card=Squee, Dubious Monarch"
1293,T4_legal_bare,パウパーで紆余曲折はまだ使える？,card=Winding Way（裸の日本語名で問う）
1294,T5_en_question,The Great Henge はどのフォーマットのどんなデッキで使われてる？,card=The Great Henge
1295,T9_comma,モダンで《死の飢えのタイタン、クロクサ》と一緒によく使われるカードは？,"card=Kroxa, Titan of Death's Hunger（読点入り）"
1296,T2_partner_ja,モダンで《無謀なる衝動》と一緒に入るカードは？,card=Reckless Impulse
1297,T3_edh_partner,統率者戦で《タタル・タル》を使うデッキでよく一緒に使われるカードは？,card=Tataru Taru
1298,T4_legal_bare,パウパーでローアンの陰惨な調査はまだ使える？,card=Rowan's Grim Search（裸の日本語名で問う）
1299,T5_en_question,Campfire はどのフォーマットのどんなデッキで使われてる？,card=Campfire
1300,T9_comma,スタンダードで《ぶっとび全開、ミケランジェロ》と一緒によく使われるカードは？,"card=Michelangelo, Weirdness to 11（読点入り）"
