id,template,question,note
186,T5_en_question,Disruptor Flute はどのフォーマットのどんなデッキで使われてる？,card=Disruptor Flute
187,T6_arch_lands,モダンのPinnacle Affinityでよく使われる土地を5枚挙げて,archetype=Pinnacle Affinity
188,T7_top_type,デュエルコマンダーで今いちばん採用率の高いエンチャントは？上位5枚,type=Enchantment
189,T8_dfc,《ロクの伝説》を使うデッキはパイオニアでどれくらいある？主なカードも教えて,card=The Legend of Roku // Avatar Roku（両面/分割）
190,T9_comma,パイオニアで《跳ねる春、ベーザ》と一緒によく使われるカードは？,"card=Beza, the Bounding Spring（読点入り）"
191,T10_noja,"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger と一緒に使われるカードは？","card=Ajani, Nacatl Pariah // Ajani, Nacatl Avenger（日本語版なし）"
192,T1_arch_cards,スタンダードのEsper Raffineの主要なカードを教えて,archetype=Esper Raffine decks=64
193,T2_partner_ja,レガシーで《終末》と一緒に入るカードは？,card=Terminus
194,T3_edh_partner,統率者戦で《敬虔な新米、デニック // 敬虔な心霊、デニック》を使うデッキでよく一緒に使われるカードは？,"card=Dennick, Pious Apprentice // Dennick, Pious Apparition"
195,T4_legal_bare,レガシーで永劫のこだまはまだ使える？,card=Echo of Eons（裸の日本語名で問う）
196,T5_en_question,"Hogaak, Arisen Necropolis はどのフォーマットのどんなデッキで使われてる？","card=Hogaak, Arisen Necropolis"
197,T6_arch_lands,スタンダードのSelesnya Aggroでよく使われる土地を5枚挙げて,archetype=Selesnya Aggro
198,T7_top_type,パイオニアで今いちばん採用率の高いエンチャントは？上位5枚,type=Enchantment
199,T8_dfc,《厚かましい借り手》を使うデッキはレガシーでどれくらいある？主なカードも教えて,card=Brazen Borrower // Petty Theft（両面/分割）
200,T9_comma,レガシーで《湖に潜む者、エムリー》と一緒によく使われるカードは？,"card=Emry, Lurker of the Loch（読点入り）"
