id,template,question,note
950,T5_en_question,Benevolent Blessing はどのフォーマットのどんなデッキで使われてる？,card=Benevolent Blessing
951,T6_arch_lands,スタンダードのSelesnya Landfallでよく使われる土地を5枚挙げて,archetype=Selesnya Landfall
952,T9_comma,スタンダードで《素早き救済者、アン》と一緒によく使われるカードは？,"card=Aang, Swift Savior // Aang and La, Ocean's Fury（読点入り）"
953,T1_arch_cards,スタンダードのAzorius Momoの主要なカードを教えて,archetype=Azorius Momo decks=56
954,T2_partner_ja,プレモダンで《マスティコア》と一緒に入るカードは？,card=Masticore
955,T3_edh_partner,統率者戦で《眷者の神童、キナン》を使うデッキでよく一緒に使われるカードは？,"card=Kinnan, Bonder Prodigy"
956,T4_legal_bare,モダンで量子の謎かけ屋はまだ使える？,card=Quantum Riddler（裸の日本語名で問う）
957,T5_en_question,Badgermole Cub はどのフォーマットのどんなデッキで使われてる？,card=Badgermole Cub
958,T6_arch_lands,スタンダードのUR Soul Cauldronでよく使われる土地を5枚挙げて,archetype=UR Soul Cauldron
959,T9_comma,パイオニアで《嘘の神、ヴァルキー》と一緒によく使われるカードは？,"card=Valki, God of Lies // Tibalt, Cosmic Impostor（読点入り）"
960,T1_arch_cards,パウパーのGatesの主要なカードを教えて,archetype=Gates decks=87
961,T2_partner_ja,ヴィンテージで《苛立たしいガラクタ》と一緒に入るカードは？,card=Vexing Bauble
962,T3_edh_partner,統率者戦で《黎明をもたらす者ライラ》を使うデッキでよく一緒に使われるカードは？,card=Lyra Dawnbringer
963,T4_legal_bare,パウパーで愛のヴィジョンはまだ使える？,card=Vision of Love（裸の日本語名で問う）
964,T5_en_question,Pyretic Ritual はどのフォーマットのどんなデッキで使われてる？,card=Pyretic Ritual
965,T6_arch_lands,レガシーのEldrazi Aggroでよく使われる土地を5枚挙げて,archetype=Eldrazi Aggro
966,T9_comma,パウパーで《シュレッダーの誕生、オロク・サキ》と一緒によく使われるカードは？,"card=Oroku Saki, Shredder Rising（読点入り）"
967,T1_arch_cards,レガシーのCradle Controlの主要なカードを教えて,archetype=Cradle Control decks=43
968,T2_partner_ja,パイオニアで《パルヘリオンⅡ》と一緒に入るカードは？,card=Parhelion II
969,T3_edh_partner,統率者戦で《浄火の戦術家、デリーヴィー》を使うデッキでよく一緒に使われるカードは？,"card=Derevi, Empyrial Tactician"
970,T4_legal_bare,パイオニアでベイルマークの大主はまだ使える？,card=Overlord of the Balemurk（裸の日本語名で問う）
971,T5_en_question,Chrome Mox はどのフォーマットのどんなデッキで使われてる？,card=Chrome Mox
972,T6_arch_lands,モダンのBoros Energyでよく使われる土地を5枚挙げて,archetype=Boros Energy
973,T9_comma,モダンで《太陽の執事長、インティ》と一緒によく使われるカードは？,"card=Inti, Seneschal of the Sun（読点入り）"
974,T1_arch_cards,モダンのBoros Energyの主要なカードを教えて,archetype=Boros Energy decks=113
975,T2_partner_ja,レガシーで《シェオルドレッドの勅令》と一緒に入るカードは？,card=Sheoldred's Edict
976,T3_edh_partner,統率者戦で《解き放たれし王、ブミ》を使うデッキでよく一緒に使われるカードは？,"card=Bumi, Unleashed"
977,T4_legal_bare,モダンで燃え立つ調査はまだ使える？,card=Burning Inquiry（裸の日本語名で問う）
978,T5_en_question,The Legend of Roku // Avatar Roku はどのフォーマットのどんなデッキで使われてる？,card=The Legend of Roku // Avatar Roku
979,T6_arch_lands,モダンのHollow Oneでよく使われる土地を5枚挙げて,archetype=Hollow One
980,T9_comma,スタンダードで《岐路に立つアン》と一緒によく使われるカードは？,"card=Aang, at the Crossroads // Aang, Destined Savior（読点入り）"
981,T1_arch_cards,スタンダードのEsper Raffineの主要なカードを教えて,archetype=Esper Raffine decks=64
982,T2_partner_ja,レガシーで《浸食作用》と一緒に入るカードは？,card=Erode
983,T3_edh_partner,統率者戦で《ウェザーライトの艦長、ジョイラ》を使うデッキでよく一緒に使われるカードは？,"card=Jhoira, Weatherlight Captain"
984,T4_legal_bare,パイオニアで不気味なガラクタはまだ使える？,card=Grim Bauble（裸の日本語名で問う）
985,T5_en_question,Omen of the Sea はどのフォーマットのどんなデッキで使われてる？,card=Omen of the Sea
986,T6_arch_lands,パウパーのGrixis Affinityでよく使われる土地を5枚挙げて,archetype=Grixis Affinity
987,T9_comma,モダンで《光に導かれし者、ハリーヤ》と一緒によく使われるカードは？,"card=Haliya, Guided by Light（読点入り）"
988,T1_arch_cards,モダンのDevoted Comboの主要なカードを教えて,archetype=Devoted Combo decks=43
989,T2_partner_ja,プレモダンで《ヤヴィマヤの古老》と一緒に入るカードは？,card=Yavimaya Elder
990,T3_edh_partner,統率者戦で《薄暮薔薇の棘、ヴィト》を使うデッキでよく一緒に使われるカードは？,"card=Vito, Thorn of the Dusk Rose"
991,T4_legal_bare,ヴィンテージで否定の力はまだ使える？,card=Force of Negation（裸の日本語名で問う）
992,T5_en_question,Goblin Lackey はどのフォーマットのどんなデッキで使われてる？,card=Goblin Lackey
993,T6_arch_lands,スタンダードのIzzet Spellementalsでよく使われる土地を5枚挙げて,archetype=Izzet Spellementals
994,T9_comma,モダンで《素早き救済者、アン》と一緒によく使われるカードは？,"card=Aang, Swift Savior // Aang and La, Ocean's Fury（読点入り）"
995,T1_arch_cards,ヴィンテージのDoomsdayの主要なカードを教えて,archetype=Doomsday decks=91
996,T2_partner_ja,パウパーで《ローアンの陰惨な調査》と一緒に入るカードは？,card=Rowan's Grim Search
997,T3_edh_partner,統率者戦で《メレティスの兵士、ブリゴニー》を使うデッキでよく一緒に使われるカードは？,"card=Brigone, Soldier of Meletis"
998,T4_legal_bare,モダンで全ては塵はまだ使える？,card=All Is Dust（裸の日本語名で問う）
999,T5_en_question,Fractured Sanity はどのフォーマットのどんなデッキで使われてる？,card=Fractured Sanity
1000,T6_arch_lands,モダンのUR Cutter Prowessでよく使われる土地を5枚挙げて,archetype=UR Cutter Prowess
