id,template,question,note
282,T3_edh_partner,統率者戦で《ミッドガルの傭兵、クラウド》を使うデッキでよく一緒に使われるカードは？,"card=Cloud, Midgar Mercenary"
283,T4_legal_bare,スタンダードで冬夜の物語はまだ使える？,card=Winternight Stories（裸の日本語名で問う）
284,T5_en_question,Defile はどのフォーマットのどんなデッキで使われてる？,card=Defile
285,T6_arch_lands,パイオニアのJund Sacrificeでよく使われる土地を5枚挙げて,archetype=Jund Sacrifice
286,T7_top_type,パイオニアで今いちばん採用率の高いソーサリーは？上位5枚,type=Sorcery
287,T8_dfc,《マラング川の執政》を使うデッキはスタンダードでどれくらいある？主なカードも教えて,card=Marang River Regent // Coil and Catch（両面/分割）
288,T9_comma,スタンダードで《反逆の先導者、チャンドラ》と一緒によく使われるカードは？,"card=Chandra, Torch of Defiance（読点入り）"
289,T1_arch_cards,モダンのYawgmothの主要なカードを教えて,archetype=Yawgmoth decks=40
290,T2_partner_ja,ヴィンテージで《目くらまし》と一緒に入るカードは？,card=Daze
291,T3_edh_partner,統率者戦で《輝かしい聖戦士、エーデリン》を使うデッキでよく一緒に使われるカードは？,"card=Adeline, Resplendent Cathar"
292,T4_legal_bare,スタンダードで薮打ちはまだ使える？,card=Bushwhack（裸の日本語名で問う）
293,T5_en_question,"Momo, Friendly Flier はどのフォーマットのどんなデッキで使われてる？","card=Momo, Friendly Flier"
294,T6_arch_lands,モダンのDimir Controlでよく使われる土地を5枚挙げて,archetype=Dimir Control
295,T7_top_type,デュエルコマンダーで今いちばん採用率の高いインスタントは？上位5枚,type=Instant
296,T8_dfc,《ジェニファー・ウォルターズ》を使うデッキはスタンダードでどれくらいある？主なカードも教えて,card=Jennifer Walters // The Sensational She-Hulk（両面/分割）
297,T9_comma,モダンで《敏捷なこそ泥、ラガバン》と一緒によく使われるカードは？,"card=Ragavan, Nimble Pilferer（読点入り）"
298,T1_arch_cards,モダンのUR Cutter Prowessの主要なカードを教えて,archetype=UR Cutter Prowess decks=110
299,T2_partner_ja,パイオニアで《嵐追いの才能》と一緒に入るカードは？,card=Stormchaser's Talent
300,T3_edh_partner,統率者戦で《ダニー・ピンク》を使うデッキでよく一緒に使われるカードは？,card=Danny Pink
