sonnet	medium	798	True	16	16				7	29
sonnet	medium	799	True	26	26				17	60
sonnet	medium	800	True	15	15				6	36
opus	low	701	True	30	30				12	52
opus	low	702	True	23	23				5	28
opus	low	703	True	28	28				5	32
opus	low	704	True	1	1				6	18
opus	low	705	False	2	2			対抗呪文	10	40
opus	low	706	True	11	11				8	33
opus	low	707	True	13	13				6	28
opus	low	708	True	23	23				9	43
opus	low	709	True	24	24				6	28
opus	low	710	True	24	24				5	23
opus	low	711	True	8	8				18	53
opus	low	712	True	17	17				11	53
opus	low	713	True	6	6				7	21
opus	low	714	True	20	20				5	23
opus	low	715	True	35	35				11	52
opus	low	716	True	16	16				6	25
opus	low	717	True	21	21				5	25
opus	low	718	True	1	1				5	19
opus	low	719	True	24	24				11	60
opus	low	720	True	10	10				8	27
opus	low	721	True	19	19				5	26
opus	low	722	True	20	20				10	41
opus	low	723	True	19	19				8	41
opus	low	724	True	23	23				7	29
opus	low	725	True	1	1				6	22
opus	low	726	True	12	12				11	70
opus	low	727	True	7	7				7	30
opus	low	728	True	21	21				10	44
opus	low	729	True	36	36				10	63
opus	low	730	True	22	22				6	28
opus	low	731	True	21	21				6	25
opus	low	732	True	12	12				13	50
opus	low	733	True	27	27				11	55
opus	low	734	True	8	8				7	26
opus	low	735	True	24	24				5	25
opus	low	736	True	35	35				9	52
opus	low	737	True	25	25				6	31
opus	low	738	True	20	20				5	25
opus	low	739	False	1	1			取り除き	8	39
opus	low	740	True	21	21				13	65
opus	low	741	True	6	6				9	40
opus	low	742	True	15	15				5	25
opus	low	743	True	29	29				10	56
opus	low	744	True	34	34				10	42
opus	low	745	True	23	23				6	33
opus	low	746	True	2	2				6	21
opus	low	747	True	15	15				11	40
opus	low	748	True	8	8				7	20
opus	low	749	True	13	13				11	39
opus	low	750	True	29	29				9	51
opus	low	751	True	16	16				6	27
opus	low	752	True	21	21				5	24
opus	low	753	True	1	1				13	36
opus	low	754	True	36	36				12	72
opus	low	755	True	8	8				7	25
opus	low	756	True	14	14				6	23
opus	low	757	True	38	38				7	54
opus	low	758	True	18	18				6	26
opus	low	759	True	21	21				6	32
opus	low	760	True	7	7				5	41
opus	low	761	True	19	19				10	46
opus	low	762	True	9	9				8	24
opus	low	763	True	21	21				6	28
opus	low	764	True	28	28				9	56
opus	low	765	True	18	18				6	29
opus	low	766	True	23	23				5	28
opus	low	767	True	1	1				6	18
opus	low	768	True	18	18				13	59
opus	low	769	True	8	8				9	30
opus	low	770	True	22	22				6	36
opus	low	771	True	35	35				9	53
opus	low	772	True	21	21				5	29
opus	low	773	True	24	24				6	28
opus	low	774	True	1	1				6	21
opus	low	775	True	14	14				10	41
opus	low	776	True	9	9				8	26
opus	low	777	True	19	19				6	28
opus	low	778	True	41	41				8	55
opus	low	779	True	20	20				6	30
opus	low	780	True	21	21				6	27
opus	low	781	True	1	1				7	21
opus	low	782	True	19	19				11	49
opus	low	783	True	8	8				11	43
opus	low	784	True	21	21				11	48
opus	low	785	True	28	28				8	43
opus	low	786	True	20	20				6	28
opus	low	787	True	21	21				6	23
opus	low	788	True	1	1				6	17
opus	low	789	True	26	26				12	62
opus	low	790	True	7	7				9	35
opus	low	791	True	21	21				6	33
opus	low	792	True	30	30				12	79
opus	low	793	True	22	22				12	54
opus	low	794	True	22	22				6	28
opus	low	795	True	1	1				4	15
opus	low	796	True	14	14				11	48
opus	low	797	True	8	8				9	31
opus	low	798	True	22	22				5	29
opus	low	799	True	24	24				9	41
opus	low	800	True	22	22				6	29
